Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
俄罗斯联邦	RUS	基尼 (GINI) 系数	SI.POV.GINI																																		48.4			46.1	38.4	38.1	37.4	37.1	36.9	37.3	40	40.3	41.3	41	42.3	41.6	39.8	39.5	39.7	40.7	40.9	39.9	37.7				
卢旺达	RWA	基尼 (GINI) 系数	SI.POV.GINI																									28.9																48.5					52					47.2			45.1			43.7			
南亚	SAS	基尼 (GINI) 系数	SI.POV.GINI																																																												
沙特阿拉伯	SAU	基尼 (GINI) 系数	SI.POV.GINI																																																												
苏丹	SDN	基尼 (GINI) 系数	SI.POV.GINI																																																		35.4										
塞内加尔	SEN	基尼 (GINI) 系数	SI.POV.GINI																																54.1			41.4							41.2				39.2						40.3								
新加坡	SGP	基尼 (GINI) 系数	SI.POV.GINI																																																												
所罗门群岛	SLB	基尼 (GINI) 系数	SI.POV.GINI																																														46.1								37.1						
塞拉利昂	SLE	基尼 (GINI) 系数	SI.POV.GINI																																												40.2								34								
萨尔瓦多	SLV	基尼 (GINI) 系数	SI.POV.GINI																																54				49.9	51		54.5	52.2	51.5	51.4	51.9	50.4	47.8	48.5	45.7	45.2	46.9	45.8	43.5	42.3	41.8	43.4	41.6	40.6	40	38		
圣马力诺	SMR	基尼 (GINI) 系数	SI.POV.GINI																																																												
索马里	SOM	基尼 (GINI) 系数	SI.POV.GINI																																																												
塞尔维亚	SRB	基尼 (GINI) 系数	SI.POV.GINI																																																					39.8	39.8	39.2	39.6				
撒哈拉以南非洲地区（不包括高收入）	SSA	基尼 (GINI) 系数	SI.POV.GINI																																																												
南苏丹	SSD	基尼 (GINI) 系数	SI.POV.GINI																																																		46.3										
撒哈拉以南非洲地区	SSF	基尼 (GINI) 系数	SI.POV.GINI																																																												
小国	SST	基尼 (GINI) 系数	SI.POV.GINI																																																												
圣多美和普林西比	STP	基尼 (GINI) 系数	SI.POV.GINI																																									32.1										30.8									
苏里南	SUR	基尼 (GINI) 系数	SI.POV.GINI																																								57.6																				
