Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
文莱达鲁萨兰国	BRN	森林面积（平方公里）	AG.LND.FRST.K2																															4130	4113.999939	4097.999878	4082.000122	4066.000061	4050	4033.999939	4017.999878	4002.000122	3986.000061	3970	3953.999939	3937.999878	3922.000122	3906.000061	3890	3872.000122	3853.999939	3836.000061	3817.999878	3800	3800	3800	3800	3800	3800	3800			
不丹	BTN	森林面积（平方公里）	AG.LND.FRST.K2																															25067.09961	25166.39893	25265.70068	25365	25464.29932	25563.60107	25662.90039	25762.19971	25861.39893	25960.70068	26060	26159.29932	26258.60107	26357.90039	26457.19971	26556.49902	26655.80078	26755	26854.29932	26953.60107	27052.90039	27152.19971	27251.49902	27350.80078	27450.1001	27549.29932	27648.50098			
博茨瓦纳	BWA	森林面积（平方公里）	AG.LND.FRST.K2																															137180	135997.002	134814.0039	133630.9961	132447.998	131265	130082.002	128899.0039	127715.9961	126532.998	125350	124165.9961	122982.002	121797.998	120614.0039	119430	118245.9961	117062.002	115877.998	114694.0039	113510	112487.998	111465.9961	110444.0039	109422.002	108400	107377.998			
中非共和国	CAF	森林面积（平方公里）	AG.LND.FRST.K2																															225600	225444.0039	225288.0078	225131.9922	224975.9961	224820	224664.0039	224508.0078	224351.9922	224195.9961	224040	223884.0039	223728.0078	223571.9922	223415.9961	223260	223104.0039	222948.0078	222791.9922	222635.9961	222480	222324.0039	222168.0078	222011.9922	221855.9961	221700	221544.0039			
加拿大	CAN	森林面积（平方公里）	AG.LND.FRST.K2																															3482730	3482259.063	3481788.125	3481316.875	3480845.938	3480375	3479904.063	3479433.125	3478961.875	3478490.938	3478020	3477568.125	3477115.938	3476664.063	3476211.875	3475760	3475211.875	3474664.063	3474115.938	3473568.125	3473020	3472554.063	3472088.125	3471621.875	3471155.938	3470690	3470224.063			
中歐和波羅的海	CEB	森林面积（平方公里）	AG.LND.FRST.K2																															352930	353266.9983	354123.9966	354742.002	355346.001	355950	356553.999	357157.998	357762.002	358366.001	358970	360415.9998	361862.002	363307.998	364754.0002	366200	367255.9949	368311.9983	369368.0017	370424.0051	371480	372650.0037	373820.0024	374989.9976	376159.9963	377330	378500.0037			
瑞士	CHE	森林面积（平方公里）	AG.LND.FRST.K2																															11510	11553.00049	11595.99976	11639.00024	11681.99951	11725	11768.00049	11810.99976	11854.00024	11896.99951	11940	11985.99976	12031.99951	12078.00049	12124.00024	12170	12205.99976	12241.99951	12278.00049	12314.00024	12350	12388.00049	12425.99976	12464.00024	12501.99951	12540	12578.00049			
海峡群岛	CHI	森林面积（平方公里）	AG.LND.FRST.K2																															8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119	8.000000119			
智利	CHL	森林面积（平方公里）	AG.LND.FRST.K2																															152630	153200.9961	153772.002	154342.998	154914.0039	155485	156055.9961	156627.002	157197.998	157769.0039	158340	158755.9961	159172.002	159587.998	160004.0039	160420	160797.998	161175.9961	161554.0039	161932.002	162310	165318.0078	168325.9961	171334.0039	174341.9922	177350	180358.0078			
中国	CHN	森林面积（平方公里）	AG.LND.FRST.K2																															1571405.938	1591265.938	1611125.781	1630985.625	1650845.625	1670705.469	1690565.469	1710425.313	1730285.156	1750145.156	1770005	1802091.875	1834178.594	1866265.469	1898352.188	1930439.063	1945571.875	1960704.531	1975837.344	1990970.156	2006102.969	2021525	2036947.031	2052369.063	2067790.938	2083212.969	2098635			
