name,type,value,date
阿鲁巴,ABW,0,1960
阿鲁巴,ABW,0,1961
阿鲁巴,ABW,0,1962
阿鲁巴,ABW,0,1963
阿鲁巴,ABW,0,1964
阿鲁巴,ABW,0,1965
阿鲁巴,ABW,0,1966
阿鲁巴,ABW,0,1967
阿鲁巴,ABW,0,1968
阿鲁巴,ABW,0,1969
阿鲁巴,ABW,0,1970
阿鲁巴,ABW,0,1971
阿鲁巴,ABW,0,1972
阿鲁巴,ABW,0,1973
阿鲁巴,ABW,0,1974
阿鲁巴,ABW,0,1975
阿鲁巴,ABW,0,1976
阿鲁巴,ABW,0,1977
阿鲁巴,ABW,0,1978
阿鲁巴,ABW,0,1979
阿鲁巴,ABW,0,1980
阿鲁巴,ABW,0,1981
阿鲁巴,ABW,0,1982
阿鲁巴,ABW,0,1983
阿鲁巴,ABW,0,1984
阿鲁巴,ABW,0,1985
阿鲁巴,ABW,0,1986
阿鲁巴,ABW,0,1987
阿鲁巴,ABW,0,1988
阿鲁巴,ABW,0,1989
阿鲁巴,ABW,0,1990
阿鲁巴,ABW,0,1991
阿鲁巴,ABW,0,1992
阿鲁巴,ABW,0,1993
阿鲁巴,ABW,0,1994
阿鲁巴,ABW,0,1995
阿鲁巴,ABW,0,1996
阿鲁巴,ABW,0,1997
阿鲁巴,ABW,0,1998
阿鲁巴,ABW,0,1999
阿鲁巴,ABW,0,2000
阿鲁巴,ABW,0,2001
阿鲁巴,ABW,0,2002
阿鲁巴,ABW,0,2003
阿鲁巴,ABW,0,2004
阿鲁巴,ABW,0,2005
阿鲁巴,ABW,0,2006
阿鲁巴,ABW,0,2007
阿鲁巴,ABW,0,2008
阿鲁巴,ABW,0,2009
阿鲁巴,ABW,0,2010
阿鲁巴,ABW,0,2011
阿鲁巴,ABW,0,2012
阿鲁巴,ABW,0,2013
阿鲁巴,ABW,0,2014
阿鲁巴,ABW,0,2015
阿鲁巴,ABW,0,2016
阿鲁巴,ABW,0,2017
阿鲁巴,ABW,0,2018
阿鲁巴,ABW,0,2019
阿富汗,AFG,0,1960
阿富汗,AFG,0,1961
阿富汗,AFG,0,1962
阿富汗,AFG,0,1963
阿富汗,AFG,0,1964
阿富汗,AFG,0,1965
阿富汗,AFG,0,1966
阿富汗,AFG,0,1967
阿富汗,AFG,0,1968
阿富汗,AFG,0,1969
阿富汗,AFG,0,1970
阿富汗,AFG,0,1971
阿富汗,AFG,0,1972
阿富汗,AFG,0,1973
阿富汗,AFG,0,1974
阿富汗,AFG,0,1975
阿富汗,AFG,0,1976
阿富汗,AFG,0,1977
阿富汗,AFG,0,1978
阿富汗,AFG,0,1979
阿富汗,AFG,0,1980
阿富汗,AFG,0,1981
阿富汗,AFG,0,1982
阿富汗,AFG,0,1983
阿富汗,AFG,0,1984
阿富汗,AFG,0,1985
阿富汗,AFG,0,1986
阿富汗,AFG,0,1987
阿富汗,AFG,0,1988
阿富汗,AFG,0,1989
阿富汗,AFG,0,1990
阿富汗,AFG,0,1991
阿富汗,AFG,0,1992
阿富汗,AFG,0,1993
阿富汗,AFG,0,1994
阿富汗,AFG,0,1995
阿富汗,AFG,0,1996
阿富汗,AFG,0,1997
阿富汗,AFG,0,1998
阿富汗,AFG,0,1999
阿富汗,AFG,0,2000
阿富汗,AFG,0,2001
阿富汗,AFG,0,2002
阿富汗,AFG,0,2003
阿富汗,AFG,16.134336,2004
阿富汗,AFG,12.68975795,2005
阿富汗,AFG,10.36038171,2006
阿富汗,AFG,11.94840462,2007
阿富汗,AFG,11.16540879,2008
阿富汗,AFG,9.860389375,2009
阿富汗,AFG,9.354596133,2010
阿富汗,AFG,8.302760046,2011
阿富汗,AFG,4.696372865,2012
阿富汗,AFG,4.311764354,2013
阿富汗,AFG,5.10979266,2014
阿富汗,AFG,3.833142187,2015
阿富汗,AFG,3.680251052,2016
阿富汗,AFG,3.65259209,2017
阿富汗,AFG,3.721788053,2018
阿富汗,AFG,0,2019
安哥拉,AGO,0,1960
安哥拉,AGO,0,1961
安哥拉,AGO,0,1962
安哥拉,AGO,0,1963
安哥拉,AGO,0,1964
安哥拉,AGO,0,1965
安哥拉,AGO,0,1966
安哥拉,AGO,0,1967
安哥拉,AGO,0,1968
安哥拉,AGO,0,1969
安哥拉,AGO,0,1970
安哥拉,AGO,0,1971
安哥拉,AGO,0,1972
安哥拉,AGO,0,1973
安哥拉,AGO,0,1974
安哥拉,AGO,0,1975
安哥拉,AGO,0,1976
安哥拉,AGO,0,1977
安哥拉,AGO,0,1978
安哥拉,AGO,0,1979
安哥拉,AGO,0,1980
安哥拉,AGO,0,1981
安哥拉,AGO,0,1982
安哥拉,AGO,0,1983
安哥拉,AGO,0,1984
安哥拉,AGO,0,1985
安哥拉,AGO,0,1986
安哥拉,AGO,0,1987
安哥拉,AGO,0,1988
安哥拉,AGO,0,1989
安哥拉,AGO,0,1990
安哥拉,AGO,0,1991
安哥拉,AGO,0,1992
安哥拉,AGO,0,1993
安哥拉,AGO,0,1994
安哥拉,AGO,0,1995
安哥拉,AGO,6.032920354,1996
安哥拉,AGO,13.87546419,1997
安哥拉,AGO,6.233867661,1998
安哥拉,AGO,27.37551734,1999
安哥拉,AGO,12.88332161,2000
安哥拉,AGO,10.78863067,2001
安哥拉,AGO,9.19173249,2002
安哥拉,AGO,10.93456472,2003
安哥拉,AGO,11.64700144,2004
